ACTA,FILE_NAME,HASH_FILE_TSE,DATE_TIME,URL_TYPE,URL
2258,missing_uno_2258.jpeg,ee4547b03e05bfd20061e6bfef7f24580b4bcdc3bbfc16864ea1ce95c8325907,2024-02-21T14:04:46.246575,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2258
226,not_found,Not Found,2024-02-21T14:04:46.779823,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/226
2260,missing_uno_2260.jpeg,1322c9b5a8f21ed2c6d9b6632d0f8b329e71b43effea4726115355887c2057e2,2024-02-21T14:04:48.824770,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2260
2265,missing_uno_2265.jpeg,ae49b0cda3d3dadf60fb39880eb6b24aeb59bdef7dd14bfaa9a3ebc7bba7e34c,2024-02-21T14:04:50.864378,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2265
2267,missing_uno_2267.jpeg,550ab2f20d3ace2ca23721d9f9ae1573a28cb7e16e6292a1a3fdf588244e7d11,2024-02-21T14:04:52.888526,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2267
2269,missing_uno_2269.jpeg,495ca54a2ed56cb5cff4cf2b08ca2921f329d34831b28e8eb8ec2e0ebb2296f1,2024-02-21T14:04:55.470993,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2269
227,not_found,Not Found,2024-02-21T14:04:55.911194,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/227
2272,missing_uno_2272.jpeg,5c43d3fbf50e354fcfad897eee9ba8df2d957e13b1dab6a12ba26b6e1712f2f8,2024-02-21T14:04:57.838582,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2272
2274,missing_uno_2274.jpeg,06ace2abfbf9b0e06019a5bf2f6952c5ac6954d0c0d47ce8b75b71c29c9a1e7e,2024-02-21T14:05:00.183791,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2274
2276,missing_uno_2276.jpeg,5fd5c82f641d043f4f8b819940d780257573660dd1ec26fb3e38e8bc4d6923eb,2024-02-21T14:05:02.353686,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2276
2279,missing_uno_2279.jpeg,afa7ed3ce26699aa269456a47f67d54e1bc8221650a0e8539a00f8d0c21a008c,2024-02-21T14:05:04.330588,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2279
2282,missing_uno_2282.jpeg,c2018c7a24575cd72f126e201f283a930c6946576b356bd0e37f4000a1b651dc,2024-02-21T14:05:06.530472,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2282
2286,missing_uno_2286.jpeg,1d22dd46858d34fa2d2743e459431a51ff447490a9dd792eb877e53bc0cc80f6,2024-02-21T14:05:08.758101,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2286
2292,missing_uno_2292.jpeg,4442065ddb20287e92adfd64b4789348a9736a1e0702b7baf8309611508d5885,2024-02-21T14:05:10.349300,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2292
2295,missing_uno_2295.jpeg,2189f42becc0c54db01f5caa9b54222fd5c397d383014de502dd1d317614638f,2024-02-21T14:05:12.367412,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2295
2297,missing_uno_2297.jpeg,ecb7baa43fb780b662b9e2502eb3ed0c21c6f6b4e7bfc8198f8fe6a050433834,2024-02-21T14:05:14.334207,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2297
23,not_found,Not Found,2024-02-21T14:05:15.063537,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/23
2302,missing_uno_2302.jpeg,aa8ea56b0e955f964de7d548e818fdfb1d9c3bef6685be48dd4ab818076019e1,2024-02-21T14:05:17.158415,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2302
2306,missing_uno_2306.jpeg,f597fcced8b11dc259d8ad6917249edb0920259716f600505c25e1a48cccbe9a,2024-02-21T14:05:19.243465,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2306
2308,missing_uno_2308.jpeg,cf334022a85a85a89c856d95252b86258bcba98b12394f0250ed37454f4d2403,2024-02-21T14:05:21.453812,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2308
243,not_found,Not Found,2024-02-21T14:05:21.999417,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/243
245,not_found,Not Found,2024-02-21T14:05:22.530665,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/245
2452,missing_uno_2452.jpeg,870f72d3c2823ea7d5f545dc2df08f29d1ac13cc2259a91541e7ba63447e3b78,2024-02-21T14:05:24.722213,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2452
2481,missing_uno_2481.jpeg,a10ed67dd67cd878f55ac1c8a2e6cee0dc4dc4c37bcf01d8748f7ec6e7ba50c5,2024-02-21T14:05:27.099556,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2481
2482,missing_uno_2482.jpeg,215780c9b7aa6961c5927a27ed6dd853772c00baba308cd1af4df628c4629983,2024-02-21T14:05:29.008032,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2482
2594,missing_uno_2594.jpeg,2318ffe1d9916e8e59bf644106ce5b54bebefa4a5410eb3e72b7eba69e8bfa6c,2024-02-21T14:05:31.048186,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2594
2595,missing_uno_2595.jpeg,a7a5689e797e6eae5960438ac63c268ee74f04be2313bc343b9ccd746156b632,2024-02-21T14:05:33.063847,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2595
2643,missing_uno_2643.jpeg,66c50993e4f6545ec8ef84161c1c3955a43abd8b3ff8877352a41fa08abf1c4a,2024-02-21T14:05:35.167699,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2643
2703,missing_uno_2703.jpeg,673163ee597ad57c2820384e1116528e9e2412598855091f48ca6ce95d12e5be,2024-02-21T14:05:37.329036,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2703
2765,missing_uno_2765.jpeg,5809353fcc254b52564c635f2c40fc56f03526736d458d5306b165620484a5d6,2024-02-21T14:05:39.352855,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2765
277,not_found,Not Found,2024-02-21T14:05:39.835297,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/277
278,not_found,Not Found,2024-02-21T14:05:40.470985,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/278
287,not_found,Not Found,2024-02-21T14:05:40.837117,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/287
2905,missing_uno_2905.jpeg,2f289bc62006455c599be771392ed51c6becdb94df31651f61653bb9a5f5613c,2024-02-21T14:05:43.017476,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2905
2935,missing_uno_2935.jpeg,548e729a5e49df01c97ad8f432abb740ac77f0205270010da691f33843882689,2024-02-21T14:05:44.736345,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/2935
298,not_found,Not Found,2024-02-21T14:05:44.959454,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/298
3062,missing_uno_3062.jpeg,b85b30aee944cc46dc5c2b0426c9f991ef4d096334e6c42c1abe1ca2710ddebd,2024-02-21T14:05:46.761822,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/3062
3063,missing_uno_3063.jpeg,66927b00116a5db8f7fa3b60cadd2c0b45f87215d723ad3d607987b0390a4eae,2024-02-21T14:05:48.756718,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/3063
3066,missing_uno_3066.jpeg,1eb0cd062591994d41b11d806df86d73b99253f8c682a19ab622c2f41f415a41,2024-02-21T14:05:50.789727,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/3066
322,not_found,Not Found,2024-02-21T14:05:51.133896,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/322
323,not_found,Not Found,2024-02-21T14:05:51.696449,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/323
325,not_found,Not Found,2024-02-21T14:05:52.212695,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/325
347,not_found,Not Found,2024-02-21T14:05:52.924635,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/347
35,not_found,Not Found,2024-02-21T14:05:53.343565,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/35
357,not_found,Not Found,2024-02-21T14:05:53.743047,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/357
37,not_found,Not Found,2024-02-21T14:05:54.256232,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/37
380,not_found,Not Found,2024-02-21T14:05:54.575025,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/380
384,not_found,Not Found,2024-02-21T14:05:55.027094,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/384
387,not_found,Not Found,2024-02-21T14:05:55.515454,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/387
390,not_found,Not Found,2024-02-21T14:05:56.009462,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/390
393,not_found,Not Found,2024-02-21T14:05:56.409457,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/393
4,not_found,Not Found,2024-02-21T14:05:56.711966,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/4
403,not_found,Not Found,2024-02-21T14:05:57.127859,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/403
409,not_found,Not Found,2024-02-21T14:05:57.534078,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/409
435,not_found,Not Found,2024-02-21T14:05:57.849003,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/435
438,not_found,Not Found,2024-02-21T14:05:58.144044,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/438
458,not_found,Not Found,2024-02-21T14:05:58.445310,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/458
463,not_found,Not Found,2024-02-21T14:05:58.760823,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/463
464,not_found,Not Found,2024-02-21T14:05:59.062575,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/464
49,not_found,Not Found,2024-02-21T14:05:59.315202,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/49
496,not_found,Not Found,2024-02-21T14:05:59.781333,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/496
5,not_found,Not Found,2024-02-21T14:06:00.097470,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/5
524,not_found,Not Found,2024-02-21T14:06:00.296466,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/524
531,not_found,Not Found,2024-02-21T14:06:00.494935,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/531
536,not_found,Not Found,2024-02-21T14:06:00.812004,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/536
552,not_found,Not Found,2024-02-21T14:06:01.120467,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/552
553,not_found,Not Found,2024-02-21T14:06:01.319752,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/553
557,not_found,Not Found,2024-02-21T14:06:01.530002,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/557
565,not_found,Not Found,2024-02-21T14:06:01.732676,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/565
572,not_found,Not Found,2024-02-21T14:06:01.994049,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/572
596,not_found,Not Found,2024-02-21T14:06:02.448076,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/596
604,not_found,Not Found,2024-02-21T14:06:02.754195,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/604
61,not_found,Not Found,2024-02-21T14:06:03.164889,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/61
622,not_found,Not Found,2024-02-21T14:06:03.503991,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/622
66,not_found,Not Found,2024-02-21T14:06:03.978888,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/66
664,not_found,Not Found,2024-02-21T14:06:04.385583,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/664
67,not_found,Not Found,2024-02-21T14:06:04.698666,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/67
676,not_found,Not Found,2024-02-21T14:06:05.037047,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/676
683,not_found,Not Found,2024-02-21T14:06:05.426824,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/683
688,not_found,Not Found,2024-02-21T14:06:05.835400,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/688
69,not_found,Not Found,2024-02-21T14:06:06.362544,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/69
708,not_found,Not Found,2024-02-21T14:06:06.956264,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/708
710,not_found,Not Found,2024-02-21T14:06:07.267954,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/710
723,not_found,Not Found,2024-02-21T14:06:07.672369,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/723
725,not_found,Not Found,2024-02-21T14:06:08.002436,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/725
735,not_found,Not Found,2024-02-21T14:06:08.502172,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/735
769,not_found,Not Found,2024-02-21T14:06:08.907594,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/769
7713,missing_uno_7713.jpeg,343a07fedecf16e6dd27bd8a7cbdf3bf02a0f7f9577d6c357dd9eba95d009cb3,2024-02-21T14:06:10.815384,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/7713
7737,missing_uno_7737.jpeg,46052180a465edff804f36977874ea822ee47b70ce487e43d38d3ba675821229,2024-02-21T14:06:13.193625,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/7737
7786,missing_uno_7786.jpeg,38dcdef495a3abeda032c17d3d6b411f133e199819af6e482cc50795ca10180e,2024-02-21T14:06:14.999028,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/7786
78,not_found,Not Found,2024-02-21T14:06:15.467512,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/78
784,not_found,Not Found,2024-02-21T14:06:16.481439,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/784
7875,missing_uno_7875.jpeg,870feaca8ccba8d9621a56f21e8a94378ec789dec0e888a43deaf9d42e518d0b,2024-02-21T14:06:18.632033,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/7875
7887,missing_uno_7887.jpeg,2fd515eadf67079bb70b576cf58cde9aaa2ae059f032731393bbbbf5d8dc47c2,2024-02-21T14:06:20.436232,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/7887
794,not_found,Not Found,2024-02-21T14:06:20.828152,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/794
797,not_found,Not Found,2024-02-21T14:06:21.177940,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/797
8044,missing_uno_8044.jpeg,0f1f69bf94bc6b46ac6d170b0a47b2dd5c0ad50b988b2c86b125a8f24c67c717,2024-02-21T14:06:22.971826,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8044
8090,missing_uno_8090.jpeg,66702bc66612689b1aa9d40a8d709e66c15d636d8090895126fc50959af06e51,2024-02-21T14:06:25.226738,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8090
8122,missing_uno_8122.jpeg,97ddb1db9cdc01d5a943642c2e15dbe40facd6062cbb9016587a31ab755b7818,2024-02-21T14:06:27.151904,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8122
8123,missing_uno_8123.jpeg,a006760ed6eac960d11ca81e7a3676fb88c3fae809a599717c1034f8237659a0,2024-02-21T14:06:29.180326,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8123
8137,missing_uno_8137.jpeg,0970f6ac7ad6692a6397bd67aa91a19fac1bf910c01e0b3c91ebb95ecdc1f638,2024-02-21T14:06:31.159311,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8137
819,not_found,Not Found,2024-02-21T14:06:31.739596,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/819
824,not_found,Not Found,2024-02-21T14:06:32.142484,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/824
829,not_found,Not Found,2024-02-21T14:06:32.870749,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/829
8323,missing_uno_8323.jpeg,c2a88e0c1ad4357782fb70e0e4617f4b4522e2f8d8822e04e623dba420da57a1,2024-02-21T14:06:34.814068,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8323
8348,missing_uno_8348.jpeg,1e9463cfeaaa6c58ff8ab7affe25a9c4cd0c71df9673ed84fe1f62165604411c,2024-02-21T14:06:36.921500,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8348
8390,missing_uno_8390.jpeg,1a5bdea20dbbf7e0c6398a82837ac63b6ebf900b8956e29cda7f72cc8a422368,2024-02-21T14:06:39.084629,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8390
8468,missing_uno_8468.jpeg,7193bfffd66b3b77411127a8afb79238b3a032e566091d3d1a84423418f506ca,2024-02-21T14:06:41.185303,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8468
850,not_found,Not Found,2024-02-21T14:06:41.675030,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/850
8501,missing_uno_8501.jpeg,26dd3dadf78f5f80c43a6d18d04d91b83570ee3500c7b061c786b335f1535c52,2024-02-21T14:06:43.881584,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8501
8503,missing_uno_8503.jpeg,9e123b6c080b6dd1f692a6bacd62b2f3a95d94a231924b85138227fff8c64824,2024-02-21T14:06:46.024854,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8503
854,not_found,Not Found,2024-02-21T14:06:46.528157,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/854
8540,missing_uno_8540.jpeg,473d733d8843d00fe21ab09c9dd03d358370deed157500d6eedee921cecde004,2024-02-21T14:06:48.600309,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8540
8621,missing_uno_8621.jpeg,c32dd28ec1d9c3a31edf955ca2785bd05f5302d2f9108bf52d3355c120a6f09f,2024-02-21T14:06:50.554452,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8621
8639,missing_uno_8639.jpeg,1b9f70b93564609ff2104db7a296454e3b5522a042771fb366ed02adf2488f09,2024-02-21T14:06:52.525045,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8639
8678,missing_uno_8678.jpeg,115cd38f2a794fd7bd2de5bd11fe5fbc7fee8bc7fb07711707c9a32b26424a2a,2024-02-21T14:06:54.693510,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8678
8689,missing_uno_8689.jpeg,c483fd42105320e35842c9b46d1c2a8ab32eba2353f5d53b22edc0c8539987bc,2024-02-21T14:06:56.815516,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8689
87,not_found,Not Found,2024-02-21T14:06:57.350741,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/87
8706,missing_uno_8706.jpeg,f097b0b79ee5cd4ce93a24b6befe5d69bbf614c6790c3f699ba9b1ad08fdc182,2024-02-21T14:06:59.098462,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8706
873,not_found,Not Found,2024-02-21T14:06:59.492757,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/873
8737,missing_uno_8737.jpeg,d42ca44d1ebb43beb834140ac4ef0d958f9420d1ae9cf10ee3294857e548600d,2024-02-21T14:07:01.742179,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8737
874,not_found,Not Found,2024-02-21T14:07:02.253663,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/874
878,not_found,Not Found,2024-02-21T14:07:02.758352,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/878
879,not_found,Not Found,2024-02-21T14:07:04.030976,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/879
8840,missing_uno_8840.jpeg,8007377c33d35227afddac7952cf79c458d69008818ff0172f5ff7f92e5fc688,2024-02-21T14:07:06.074575,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8840
8844,missing_uno_8844.jpeg,9cec2e92bdc377670208d9486730a40f9215f31d03fe430c8c4ca6a7a61c822c,2024-02-21T14:07:08.113681,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8844
889,not_found,Not Found,2024-02-21T14:07:08.608937,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/889
89,not_found,Not Found,2024-02-21T14:07:08.957992,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/89
8931,missing_uno_8931.jpeg,f69522b57c1edde8838fe0f39d32bda61436cc15081be86b7fcdff0f8d7778f8,2024-02-21T14:07:11.043994,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8931
8939,missing_uno_8939.jpeg,3d5d30436e3b605ec358844e54f031bdb88e4620874137273641aeec9cb9883d,2024-02-21T14:07:13.658144,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8939
8961,missing_uno_8961.jpeg,c53288f1acf933531f133325f0d2da5593d03ef001a4fb12bb9b4417439b17e9,2024-02-21T14:07:16.647437,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8961
8977,missing_uno_8977.jpeg,0f3864a54809397f87002a90ee8c6a252fc056b0ca640423cdc899cfde545def,2024-02-21T14:07:18.672708,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8977
8979,missing_uno_8979.jpeg,63820cf25e5313ad1e7324e9c9d45754b47437e8c62e39135f1d18e879a2f247,2024-02-21T14:07:20.733029,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/8979
9,missing_uno_9.jpeg,65d6dcd9900e55caed134184fee3c423a426a0772c9bbfff09869abb742aea1f,2024-02-21T14:07:22.501627,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9
9002,missing_uno_9002.jpeg,c92df5edbd2bf7dd4e6a136e16a622e57efaf7c0153a4b018873c77fe317ccb5,2024-02-21T14:07:24.505121,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9002
905,not_found,Not Found,2024-02-21T14:07:25.031859,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/905
9053,missing_uno_9053.jpeg,d143fb36743b0d2547b496898d2cd0cb703aff55cba409b7b8392aa9e1951a79,2024-02-21T14:07:27.342013,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9053
9073,missing_uno_9073.jpeg,fbfd3ff9b5614337b93b5ea390b9b4753707b228a113dfc6266cc1bd6601841a,2024-02-21T14:07:30.420020,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9073
908,not_found,Not Found,2024-02-21T14:07:31.129412,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/908
9082,missing_uno_9082.jpeg,0e8a0aa84980f654f97ff32615f0a44c29f00e3b11a646e04e6db8c56581f480,2024-02-21T14:07:33.714864,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9082
909,not_found,Not Found,2024-02-21T14:07:34.314890,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/909
911,not_found,Not Found,2024-02-21T14:07:34.919712,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/911
9144,missing_uno_9144.jpeg,1673c6373373e4cb7bb6d7ff1bdf8b468ad2eccfba17f519bdcb33853b4a4109,2024-02-21T14:07:36.892533,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9144
9204,missing_uno_9204.jpeg,82f798d11492708d5353654315158dcf2842f44f43e64d67b67e7db5ebb9334a,2024-02-21T14:07:39.288712,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9204
922,not_found,Not Found,2024-02-21T14:07:40.653324,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/922
923,not_found,Not Found,2024-02-21T14:07:41.268753,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/923
9250,missing_uno_9250.jpeg,525569efb620076a4bcfa6f0b01f1adffa8e09c24eb6d99868516e9cb6bb982f,2024-02-21T14:07:43.326018,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9250
9293,missing_uno_9293.jpeg,4673cd5da60e87be4a868bd4228fe046c8a8fc60aa0c9384ad936cdc17e6f613,2024-02-21T14:07:45.728763,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9293
9307,missing_uno_9307.jpeg,fc5afba0cf83a6f7d11c386f94f193e60177da0ba2c5896b496a79062b5e166b,2024-02-21T14:07:47.608027,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9307
9389,missing_uno_9389.jpeg,eff91aba429398bac9c3a4c0d26e164e71237aaa9eec01127144e5620780349f,2024-02-21T14:07:50.827806,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9389
945,not_found,Not Found,2024-02-21T14:07:51.499419,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/945
9463,missing_uno_9463.jpeg,183f3dbd4f7484e2290ce2d0cf6109b826f58b49c012ba5b8e998338946b63b8,2024-02-21T14:07:53.582229,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/9463
955,not_found,Not Found,2024-02-21T14:07:54.584121,uno,https://preliminar.tse.gob.sv/administracion/img/get-acta/955
17493,not_found,Not Found,2024-02-21T14:07:56.984003,dos,https://divulgacion.tse.gob.sv/administracion/img/get-acta-dos/17493
27896,missing_dos_27896.jpeg,69310c8d0798cf1de48126fca8b3fc00849c280e96b56dee2989646c51fb2906,2024-02-21T14:07:59.866247,dos,https://divulgacion.tse.gob.sv/administracion/img/get-acta-dos/27896
